option,recall_images,target_image,hit,image_rank,is_top10
a young woman wearing a coat and a colorful headscarf talks on a cell phone while walking in a busy outdoor area,"['unlabeled2017/000000183142.jpg', 'unlabeled2017/000000094711.jpg', 'unlabeled2017/000000107429.jpg', 'unlabeled2017/000000250316.jpg', 'unlabeled2017/000000569228.jpg', 'unlabeled2017/000000409813.jpg', 'unlabeled2017/000000255972.jpg', 'unlabeled2017/000000346974.jpg', 'unlabeled2017/000000209209.jpg', 'unlabeled2017/000000218981.jpg']",unlabeled2017/000000183142.jpg,True,0,1
a zebra is in an enclosure bending down towards large rocks,"['unlabeled2017/000000234240.jpg', 'unlabeled2017/000000383477.jpg', 'unlabeled2017/000000317152.jpg', 'unlabeled2017/000000446000.jpg', 'unlabeled2017/000000546753.jpg', 'unlabeled2017/000000530111.jpg', 'unlabeled2017/000000506092.jpg', 'unlabeled2017/000000392217.jpg', 'unlabeled2017/000000521606.jpg', 'unlabeled2017/000000290126.jpg']",unlabeled2017/000000446000.jpg,True,17,0
the male jockey jumped over the pole with his fast horse,"['unlabeled2017/000000305454.jpg', 'unlabeled2017/000000232281.jpg', 'unlabeled2017/000000563704.jpg', 'unlabeled2017/000000112704.jpg', 'unlabeled2017/000000003302.jpg', 'unlabeled2017/000000481577.jpg', 'unlabeled2017/000000487811.jpg', 'unlabeled2017/000000052242.jpg', 'unlabeled2017/000000309608.jpg', 'unlabeled2017/000000212958.jpg']",unlabeled2017/000000212958.jpg,True,68,0
the sheep are in the grassy field grazing around,"['unlabeled2017/000000324110.jpg', 'unlabeled2017/000000181483.jpg', 'unlabeled2017/000000495417.jpg', 'unlabeled2017/000000538138.jpg', 'unlabeled2017/000000203136.jpg', 'unlabeled2017/000000434999.jpg', 'unlabeled2017/000000513537.jpg', 'unlabeled2017/000000111696.jpg', 'unlabeled2017/000000458740.jpg', 'unlabeled2017/000000013891.jpg']",unlabeled2017/000000013891.jpg,True,12,0
a manikin dressed up in a suit and hat,"['unlabeled2017/000000503035.jpg', 'unlabeled2017/000000030097.jpg', 'unlabeled2017/000000106672.jpg', 'unlabeled2017/000000462143.jpg', 'unlabeled2017/000000295529.jpg', 'unlabeled2017/000000509734.jpg', 'unlabeled2017/000000019043.jpg', 'unlabeled2017/000000078108.jpg', 'unlabeled2017/000000507735.jpg', 'unlabeled2017/000000346135.jpg']",unlabeled2017/000000503035.jpg,True,0,1
a dish of cooked broccoli and cauliflower in a sauce,"['unlabeled2017/000000128566.jpg', 'unlabeled2017/000000519803.jpg', 'unlabeled2017/000000366694.jpg', 'unlabeled2017/000000290286.jpg', 'unlabeled2017/000000292050.jpg', 'unlabeled2017/000000190294.jpg', 'unlabeled2017/000000517818.jpg', 'unlabeled2017/000000547126.jpg', 'unlabeled2017/000000142653.jpg', 'unlabeled2017/000000249186.jpg']",unlabeled2017/000000292050.jpg,True,16,0
a water bottle is on top of a bench next to a chain link fence,"['unlabeled2017/000000565262.jpg', 'unlabeled2017/000000340560.jpg', 'unlabeled2017/000000421398.jpg', 'unlabeled2017/000000421385.jpg', 'unlabeled2017/000000094867.jpg', 'unlabeled2017/000000269824.jpg', 'unlabeled2017/000000424631.jpg', 'unlabeled2017/000000521665.jpg', 'unlabeled2017/000000378589.jpg', 'unlabeled2017/000000131673.jpg']",unlabeled2017/000000565262.jpg,True,0,1
a young girl is holding a racket swinging at the tennis ball,"['unlabeled2017/000000183533.jpg', 'unlabeled2017/000000456231.jpg', 'unlabeled2017/000000283911.jpg', 'unlabeled2017/000000260518.jpg', 'unlabeled2017/000000313196.jpg', 'unlabeled2017/000000529941.jpg', 'unlabeled2017/000000472644.jpg', 'unlabeled2017/000000455168.jpg', 'unlabeled2017/000000132856.jpg', 'unlabeled2017/000000184812.jpg']",unlabeled2017/000000184812.jpg,True,161,0
people are hurrying through the rain with luggage and umbrellas into a transportation hub,"['unlabeled2017/000000370647.jpg', 'unlabeled2017/000000113752.jpg', 'unlabeled2017/000000328341.jpg', 'unlabeled2017/000000309469.jpg', 'unlabeled2017/000000500819.jpg', 'unlabeled2017/000000259933.jpg', 'unlabeled2017/000000069907.jpg', 'unlabeled2017/000000295392.jpg', 'unlabeled2017/000000431491.jpg', 'unlabeled2017/000000204561.jpg']",unlabeled2017/000000295392.jpg,True,36,0
2 women cooking together in a large kitchen,"['unlabeled2017/000000117708.jpg', 'unlabeled2017/000000095423.jpg', 'unlabeled2017/000000272667.jpg', 'unlabeled2017/000000432084.jpg', 'unlabeled2017/000000440163.jpg', 'unlabeled2017/000000000778.jpg', 'unlabeled2017/000000236648.jpg', 'unlabeled2017/000000107382.jpg', 'unlabeled2017/000000261087.jpg', 'unlabeled2017/000000374207.jpg']",unlabeled2017/000000374207.jpg,True,9,1
a white bed decorated with pink and yellow flowers,"['unlabeled2017/000000221590.jpg', 'unlabeled2017/000000338725.jpg', 'unlabeled2017/000000369874.jpg', 'unlabeled2017/000000318271.jpg', 'unlabeled2017/000000138962.jpg', 'unlabeled2017/000000415825.jpg', 'unlabeled2017/000000032419.jpg', 'unlabeled2017/000000094970.jpg', 'unlabeled2017/000000181153.jpg', 'unlabeled2017/000000195096.jpg']",unlabeled2017/000000369874.jpg,True,27,0
a sunny day at the shore with a kite in the sky,"['unlabeled2017/000000500920.jpg', 'unlabeled2017/000000419436.jpg', 'unlabeled2017/000000037538.jpg', 'unlabeled2017/000000271371.jpg', 'unlabeled2017/000000160418.jpg', 'unlabeled2017/000000235451.jpg', 'unlabeled2017/000000076586.jpg', 'unlabeled2017/000000547295.jpg', 'unlabeled2017/000000170064.jpg', 'unlabeled2017/000000365173.jpg']",unlabeled2017/000000365173.jpg,True,69,0
a batter swinging a bat in a baseball stadium,"['unlabeled2017/000000412839.jpg', 'unlabeled2017/000000003844.jpg', 'unlabeled2017/000000085869.jpg', 'unlabeled2017/000000549215.jpg', 'unlabeled2017/000000276096.jpg', 'unlabeled2017/000000351772.jpg', 'unlabeled2017/000000152228.jpg', 'unlabeled2017/000000005733.jpg', 'unlabeled2017/000000053279.jpg', 'unlabeled2017/000000431814.jpg']",unlabeled2017/000000431814.jpg,True,52,0
2 women ride bikes down a dirt road,"['unlabeled2017/000000235728.jpg', 'unlabeled2017/000000224236.jpg', 'unlabeled2017/000000014529.jpg', 'unlabeled2017/000000086661.jpg', 'unlabeled2017/000000568706.jpg', 'unlabeled2017/000000317395.jpg', 'unlabeled2017/000000161911.jpg', 'unlabeled2017/000000363769.jpg', 'unlabeled2017/000000216730.jpg', 'unlabeled2017/000000574173.jpg']",unlabeled2017/000000224236.jpg,True,0,1
a child sitting at a table eating pizza,"['unlabeled2017/000000011960.jpg', 'unlabeled2017/000000138429.jpg', 'unlabeled2017/000000347960.jpg', 'unlabeled2017/000000346525.jpg', 'unlabeled2017/000000495864.jpg', 'unlabeled2017/000000531902.jpg', 'unlabeled2017/000000487102.jpg', 'unlabeled2017/000000195298.jpg', 'unlabeled2017/000000578271.jpg', 'unlabeled2017/000000048395.jpg']",unlabeled2017/000000048395.jpg,True,11,0
a bird bending over and eating in a beach,"['unlabeled2017/000000307880.jpg', 'unlabeled2017/000000193231.jpg', 'unlabeled2017/000000144662.jpg', 'unlabeled2017/000000416947.jpg', 'unlabeled2017/000000068523.jpg', 'unlabeled2017/000000427674.jpg', 'unlabeled2017/000000260019.jpg', 'unlabeled2017/000000231903.jpg', 'unlabeled2017/000000283032.jpg', 'unlabeled2017/000000259059.jpg']",unlabeled2017/000000259059.jpg,True,5,1
a stop sign is set up where 3 roads intersect,"['unlabeled2017/000000031906.jpg', 'unlabeled2017/000000108857.jpg', 'unlabeled2017/000000466619.jpg', 'unlabeled2017/000000161350.jpg', 'unlabeled2017/000000161201.jpg', 'unlabeled2017/000000562186.jpg', 'unlabeled2017/000000546749.jpg', 'unlabeled2017/000000456871.jpg', 'unlabeled2017/000000077513.jpg', 'unlabeled2017/000000030051.jpg']",unlabeled2017/000000030051.jpg,True,123,0
a fire plug sitting in some white snow in front of a building,"['unlabeled2017/000000493456.jpg', 'unlabeled2017/000000035841.jpg', 'unlabeled2017/000000545543.jpg', 'unlabeled2017/000000335707.jpg', 'unlabeled2017/000000395929.jpg', 'unlabeled2017/000000555708.jpg', 'unlabeled2017/000000323124.jpg', 'unlabeled2017/000000496271.jpg', 'unlabeled2017/000000422092.jpg', 'unlabeled2017/000000355519.jpg']",unlabeled2017/000000323124.jpg,True,18,0
a person sitting on a red bench with a laptop,"['unlabeled2017/000000011522.jpg', 'unlabeled2017/000000119825.jpg', 'unlabeled2017/000000562359.jpg', 'unlabeled2017/000000152661.jpg', 'unlabeled2017/000000364235.jpg', 'unlabeled2017/000000454123.jpg', 'unlabeled2017/000000110176.jpg', 'unlabeled2017/000000512949.jpg', 'unlabeled2017/000000297804.jpg', 'unlabeled2017/000000132007.jpg']",unlabeled2017/000000011522.jpg,True,1,1
"a bunk bed is in an old, wooden cabin with no sheets","['unlabeled2017/000000078302.jpg', 'unlabeled2017/000000572381.jpg', 'unlabeled2017/000000105706.jpg', 'unlabeled2017/000000436527.jpg', 'unlabeled2017/000000186297.jpg', 'unlabeled2017/000000324673.jpg', 'unlabeled2017/000000399571.jpg', 'unlabeled2017/000000023926.jpg', 'unlabeled2017/000000206122.jpg', 'unlabeled2017/000000576368.jpg']",unlabeled2017/000000105706.jpg,True,3,1
a black decorative clock tower is situated on a stone walkway in a green park full of trees,"['unlabeled2017/000000349505.jpg', 'unlabeled2017/000000011408.jpg', 'unlabeled2017/000000194524.jpg', 'unlabeled2017/000000024647.jpg', 'unlabeled2017/000000202355.jpg', 'unlabeled2017/000000089213.jpg', 'unlabeled2017/000000372291.jpg', 'unlabeled2017/000000183717.jpg', 'unlabeled2017/000000383709.jpg', 'unlabeled2017/000000392310.jpg']",unlabeled2017/000000194524.jpg,True,4,1
a womans tennis player waits to return the ball,"['unlabeled2017/000000455584.jpg', 'unlabeled2017/000000529941.jpg', 'unlabeled2017/000000313196.jpg', 'unlabeled2017/000000357697.jpg', 'unlabeled2017/000000332395.jpg', 'unlabeled2017/000000296621.jpg', 'unlabeled2017/000000078501.jpg', 'unlabeled2017/000000518852.jpg', 'unlabeled2017/000000143712.jpg', 'unlabeled2017/000000115083.jpg']",unlabeled2017/000000115083.jpg,True,8,1
a man in a suit talking on his phone with a group of people talking behind him,"['unlabeled2017/000000532500.jpg', 'unlabeled2017/000000492701.jpg', 'unlabeled2017/000000381081.jpg', 'unlabeled2017/000000419298.jpg', 'unlabeled2017/000000400015.jpg', 'unlabeled2017/000000103248.jpg', 'unlabeled2017/000000069778.jpg', 'unlabeled2017/000000318879.jpg', 'unlabeled2017/000000505118.jpg', 'unlabeled2017/000000255528.jpg']",unlabeled2017/000000255528.jpg,True,22,0
a bean bag chair in the middle of the living room,"['unlabeled2017/000000141869.jpg', 'unlabeled2017/000000423446.jpg', 'unlabeled2017/000000391524.jpg', 'unlabeled2017/000000040437.jpg', 'unlabeled2017/000000490492.jpg', 'unlabeled2017/000000199751.jpg', 'unlabeled2017/000000485339.jpg', 'unlabeled2017/000000345182.jpg', 'unlabeled2017/000000093660.jpg', 'unlabeled2017/000000517134.jpg']",unlabeled2017/000000517134.jpg,True,4,1
a man sits on his couch typing on his laptop beside his black wiener dog,"['unlabeled2017/000000572186.jpg', 'unlabeled2017/000000193310.jpg', 'unlabeled2017/000000181401.jpg', 'unlabeled2017/000000570127.jpg', 'unlabeled2017/000000408382.jpg', 'unlabeled2017/000000535913.jpg', 'unlabeled2017/000000024338.jpg', 'unlabeled2017/000000043963.jpg', 'unlabeled2017/000000552825.jpg', 'unlabeled2017/000000434878.jpg']",unlabeled2017/000000572186.jpg,True,0,1
an assortment of doughnuts on a white shelf,"['unlabeled2017/000000442121.jpg', 'unlabeled2017/000000316586.jpg', 'unlabeled2017/000000278719.jpg', 'unlabeled2017/000000040229.jpg', 'unlabeled2017/000000101927.jpg', 'unlabeled2017/000000086930.jpg', 'unlabeled2017/000000010943.jpg', 'unlabeled2017/000000006526.jpg', 'unlabeled2017/000000517871.jpg', 'unlabeled2017/000000278354.jpg']",unlabeled2017/000000442121.jpg,True,15,0
a baseball game being played in a smaller venue,"['unlabeled2017/000000087335.jpg', 'unlabeled2017/000000460396.jpg', 'unlabeled2017/000000363901.jpg', 'unlabeled2017/000000241153.jpg', 'unlabeled2017/000000412839.jpg', 'unlabeled2017/000000014415.jpg', 'unlabeled2017/000000574701.jpg', 'unlabeled2017/000000121218.jpg', 'unlabeled2017/000000224885.jpg', 'unlabeled2017/000000312532.jpg']",unlabeled2017/000000312532.jpg,True,100,0
a painting of a woman peeling fruit near 2 dogs,"['unlabeled2017/000000152166.jpg', 'unlabeled2017/000000475548.jpg', 'unlabeled2017/000000093366.jpg', 'unlabeled2017/000000484449.jpg', 'unlabeled2017/000000452898.jpg', 'unlabeled2017/000000530746.jpg', 'unlabeled2017/000000130541.jpg', 'unlabeled2017/000000264242.jpg', 'unlabeled2017/000000466502.jpg', 'unlabeled2017/000000512684.jpg']",unlabeled2017/000000152166.jpg,True,0,1
a large bouquet of red and white flowers sits beside a half eaten cake and a cadbury candy underneath a colorful happy birthday sign,"['unlabeled2017/000000416804.jpg', 'unlabeled2017/000000176874.jpg', 'unlabeled2017/000000040598.jpg', 'unlabeled2017/000000433894.jpg', 'unlabeled2017/000000240825.jpg', 'unlabeled2017/000000455466.jpg', 'unlabeled2017/000000422874.jpg', 'unlabeled2017/000000232278.jpg', 'unlabeled2017/000000535437.jpg', 'unlabeled2017/000000411584.jpg']",unlabeled2017/000000416804.jpg,True,0,1
3 fighter jets flying through the sky leaving a path,"['unlabeled2017/000000564886.jpg', 'unlabeled2017/000000025563.jpg', 'unlabeled2017/000000132963.jpg', 'unlabeled2017/000000523232.jpg', 'unlabeled2017/000000264184.jpg', 'unlabeled2017/000000565005.jpg', 'unlabeled2017/000000314000.jpg', 'unlabeled2017/000000080416.jpg', 'unlabeled2017/000000169008.jpg', 'unlabeled2017/000000142911.jpg']",unlabeled2017/000000142911.jpg,True,1,1
a desk has 2 computers and an office phone on it,"['unlabeled2017/000000444545.jpg', 'unlabeled2017/000000395202.jpg', 'unlabeled2017/000000114908.jpg', 'unlabeled2017/000000342080.jpg', 'unlabeled2017/000000547218.jpg', 'unlabeled2017/000000097175.jpg', 'unlabeled2017/000000159120.jpg', 'unlabeled2017/000000309376.jpg', 'unlabeled2017/000000391468.jpg', 'unlabeled2017/000000092735.jpg']",unlabeled2017/000000092735.jpg,True,16,0
a large zebra is standing in grass with rocks nearby,"['unlabeled2017/000000277943.jpg', 'unlabeled2017/000000129696.jpg', 'unlabeled2017/000000581735.jpg', 'unlabeled2017/000000511579.jpg', 'unlabeled2017/000000234240.jpg', 'unlabeled2017/000000000158.jpg', 'unlabeled2017/000000546753.jpg', 'unlabeled2017/000000547214.jpg', 'unlabeled2017/000000138407.jpg', 'unlabeled2017/000000242024.jpg']",unlabeled2017/000000242024.jpg,True,43,0
"rows of red, yellow and green round fruit is linked together in tall, rectangular boxes near a street","['unlabeled2017/000000561816.jpg', 'unlabeled2017/000000012172.jpg', 'unlabeled2017/000000370179.jpg', 'unlabeled2017/000000495843.jpg', 'unlabeled2017/000000320956.jpg', 'unlabeled2017/000000472341.jpg', 'unlabeled2017/000000049908.jpg', 'unlabeled2017/000000192135.jpg', 'unlabeled2017/000000302294.jpg', 'unlabeled2017/000000405667.jpg']",unlabeled2017/000000561816.jpg,True,0,1
a small home bathroom with a large mirror,"['unlabeled2017/000000275076.jpg', 'unlabeled2017/000000046271.jpg', 'unlabeled2017/000000077994.jpg', 'unlabeled2017/000000385925.jpg', 'unlabeled2017/000000196293.jpg', 'unlabeled2017/000000066043.jpg', 'unlabeled2017/000000299046.jpg', 'unlabeled2017/000000012363.jpg', 'unlabeled2017/000000115822.jpg', 'unlabeled2017/000000297861.jpg']",unlabeled2017/000000297861.jpg,True,932,0
a big well lit bedroom is clean and tidy with the drapes open so sunlight can creep through,"['unlabeled2017/000000009577.jpg', 'unlabeled2017/000000329787.jpg', 'unlabeled2017/000000034765.jpg', 'unlabeled2017/000000100741.jpg', 'unlabeled2017/000000207243.jpg', 'unlabeled2017/000000241857.jpg', 'unlabeled2017/000000172061.jpg', 'unlabeled2017/000000360648.jpg', 'unlabeled2017/000000428058.jpg', 'unlabeled2017/000000240907.jpg']",unlabeled2017/000000240907.jpg,True,104,0
a boy holding a brown cat outside standing beside a blue car,"['unlabeled2017/000000080920.jpg', 'unlabeled2017/000000537199.jpg', 'unlabeled2017/000000066697.jpg', 'unlabeled2017/000000541253.jpg', 'unlabeled2017/000000025227.jpg', 'unlabeled2017/000000231703.jpg', 'unlabeled2017/000000240657.jpg', 'unlabeled2017/000000311944.jpg', 'unlabeled2017/000000041518.jpg', 'unlabeled2017/000000303130.jpg']",unlabeled2017/000000080920.jpg,True,0,1
a green and white bus stands at an intersection,"['unlabeled2017/000000376641.jpg', 'unlabeled2017/000000334122.jpg', 'unlabeled2017/000000558328.jpg', 'unlabeled2017/000000345538.jpg', 'unlabeled2017/000000315077.jpg', 'unlabeled2017/000000035540.jpg', 'unlabeled2017/000000422455.jpg', 'unlabeled2017/000000305275.jpg', 'unlabeled2017/000000412343.jpg', 'unlabeled2017/000000253021.jpg']",unlabeled2017/000000253021.jpg,True,912,0
cars stopped at a red light where there are buildings and houses on the block next to the road,"['unlabeled2017/000000105892.jpg', 'unlabeled2017/000000410196.jpg', 'unlabeled2017/000000481170.jpg', 'unlabeled2017/000000124097.jpg', 'unlabeled2017/000000568335.jpg', 'unlabeled2017/000000384244.jpg', 'unlabeled2017/000000398481.jpg', 'unlabeled2017/000000177528.jpg', 'unlabeled2017/000000438109.jpg', 'unlabeled2017/000000106790.jpg']",unlabeled2017/000000410196.jpg,True,13,0
a young girl is taught to paddle board in the ocean by a man,"['unlabeled2017/000000351872.jpg', 'unlabeled2017/000000542227.jpg', 'unlabeled2017/000000312164.jpg', 'unlabeled2017/000000104374.jpg', 'unlabeled2017/000000022771.jpg', 'unlabeled2017/000000036734.jpg', 'unlabeled2017/000000502867.jpg', 'unlabeled2017/000000118760.jpg', 'unlabeled2017/000000159762.jpg', 'unlabeled2017/000000293546.jpg']",unlabeled2017/000000104374.jpg,True,1,1
"a plate holds a steak with a fried egg on top, broccoli, rice, salad greens, and a lemon slice","['unlabeled2017/000000353531.jpg', 'unlabeled2017/000000313348.jpg', 'unlabeled2017/000000210587.jpg', 'unlabeled2017/000000444806.jpg', 'unlabeled2017/000000192010.jpg', 'unlabeled2017/000000076655.jpg', 'unlabeled2017/000000471725.jpg', 'unlabeled2017/000000426488.jpg', 'unlabeled2017/000000310656.jpg', 'unlabeled2017/000000443761.jpg']",unlabeled2017/000000353531.jpg,True,0,1
a white fire hydrant that was been spray painted with graffiti,"['unlabeled2017/000000078476.jpg', 'unlabeled2017/000000573604.jpg', 'unlabeled2017/000000135409.jpg', 'unlabeled2017/000000550383.jpg', 'unlabeled2017/000000106574.jpg', 'unlabeled2017/000000130201.jpg', 'unlabeled2017/000000365392.jpg', 'unlabeled2017/000000154401.jpg', 'unlabeled2017/000000095323.jpg', 'unlabeled2017/000000029467.jpg']",unlabeled2017/000000550383.jpg,True,72,0
a group of people watching a race horse on the track,"['unlabeled2017/000000117369.jpg', 'unlabeled2017/000000298761.jpg', 'unlabeled2017/000000541167.jpg', 'unlabeled2017/000000143022.jpg', 'unlabeled2017/000000275882.jpg', 'unlabeled2017/000000473431.jpg', 'unlabeled2017/000000340273.jpg', 'unlabeled2017/000000384428.jpg', 'unlabeled2017/000000217310.jpg', 'unlabeled2017/000000398334.jpg']",unlabeled2017/000000117369.jpg,True,0,1
many people wearing helmets and skiing down a snowy hill,"['unlabeled2017/000000081625.jpg', 'unlabeled2017/000000001839.jpg', 'unlabeled2017/000000155928.jpg', 'unlabeled2017/000000095309.jpg', 'unlabeled2017/000000538867.jpg', 'unlabeled2017/000000197516.jpg', 'unlabeled2017/000000405304.jpg', 'unlabeled2017/000000105560.jpg', 'unlabeled2017/000000185000.jpg', 'unlabeled2017/000000424433.jpg']",unlabeled2017/000000424433.jpg,True,123,0
a woman stands behind a young boy and his dog,"['unlabeled2017/000000289372.jpg', 'unlabeled2017/000000171509.jpg', 'unlabeled2017/000000216409.jpg', 'unlabeled2017/000000129123.jpg', 'unlabeled2017/000000086424.jpg', 'unlabeled2017/000000340080.jpg', 'unlabeled2017/000000295344.jpg', 'unlabeled2017/000000201159.jpg', 'unlabeled2017/000000416882.jpg', 'unlabeled2017/000000478466.jpg']",unlabeled2017/000000086424.jpg,True,2,1
2 small beds are close together in this small room,"['unlabeled2017/000000385356.jpg', 'unlabeled2017/000000399571.jpg', 'unlabeled2017/000000078302.jpg', 'unlabeled2017/000000338725.jpg', 'unlabeled2017/000000581146.jpg', 'unlabeled2017/000000031857.jpg', 'unlabeled2017/000000392124.jpg', 'unlabeled2017/000000320156.jpg', 'unlabeled2017/000000279751.jpg', 'unlabeled2017/000000372226.jpg']",unlabeled2017/000000372226.jpg,True,9,1
a group of giraffes walk next to a wooden fence,"['unlabeled2017/000000463570.jpg', 'unlabeled2017/000000413904.jpg', 'unlabeled2017/000000460162.jpg', 'unlabeled2017/000000310231.jpg', 'unlabeled2017/000000002070.jpg', 'unlabeled2017/000000050613.jpg', 'unlabeled2017/000000578452.jpg', 'unlabeled2017/000000396989.jpg', 'unlabeled2017/000000487309.jpg', 'unlabeled2017/000000451072.jpg']",unlabeled2017/000000451072.jpg,True,46,0
a dog smells around a small and dirty kitchen,"['unlabeled2017/000000478265.jpg', 'unlabeled2017/000000091245.jpg', 'unlabeled2017/000000189556.jpg', 'unlabeled2017/000000530334.jpg', 'unlabeled2017/000000003500.jpg', 'unlabeled2017/000000213487.jpg', 'unlabeled2017/000000390356.jpg', 'unlabeled2017/000000154500.jpg', 'unlabeled2017/000000230189.jpg', 'unlabeled2017/000000055441.jpg']",unlabeled2017/000000055441.jpg,True,26,0
"a small, very cramped, odd looking bathroom that is white","['unlabeled2017/000000066043.jpg', 'unlabeled2017/000000157802.jpg', 'unlabeled2017/000000461087.jpg', 'unlabeled2017/000000360046.jpg', 'unlabeled2017/000000285823.jpg', 'unlabeled2017/000000342902.jpg', 'unlabeled2017/000000464599.jpg', 'unlabeled2017/000000123986.jpg', 'unlabeled2017/000000291663.jpg', 'unlabeled2017/000000541928.jpg']",unlabeled2017/000000541928.jpg,True,941,0
"4 tennis players are discussing a tennis game on a tennis court, 1 is watching the others on the tennis court play","['unlabeled2017/000000422373.jpg', 'unlabeled2017/000000196902.jpg', 'unlabeled2017/000000496963.jpg', 'unlabeled2017/000000440102.jpg', 'unlabeled2017/000000362959.jpg', 'unlabeled2017/000000505795.jpg', 'unlabeled2017/000000482243.jpg', 'unlabeled2017/000000491920.jpg', 'unlabeled2017/000000066788.jpg', 'unlabeled2017/000000024537.jpg']",unlabeled2017/000000024537.jpg,True,26,0
a small kitchen space is very clean with no dishes or food items,"['unlabeled2017/000000087150.jpg', 'unlabeled2017/000000377356.jpg', 'unlabeled2017/000000091836.jpg', 'unlabeled2017/000000508909.jpg', 'unlabeled2017/000000458343.jpg', 'unlabeled2017/000000505334.jpg', 'unlabeled2017/000000044417.jpg', 'unlabeled2017/000000018643.jpg', 'unlabeled2017/000000185063.jpg', 'unlabeled2017/000000223409.jpg']",unlabeled2017/000000223409.jpg,True,281,0
2 giraffes standing inside of a zoo enclosure,"['unlabeled2017/000000463570.jpg', 'unlabeled2017/000000580285.jpg', 'unlabeled2017/000000372142.jpg', 'unlabeled2017/000000158733.jpg', 'unlabeled2017/000000519049.jpg', 'unlabeled2017/000000287010.jpg', 'unlabeled2017/000000022902.jpg', 'unlabeled2017/000000130887.jpg', 'unlabeled2017/000000336530.jpg', 'unlabeled2017/000000230369.jpg']",unlabeled2017/000000230369.jpg,True,58,0
a table is filled with assorted fruit and bowls,"['unlabeled2017/000000451179.jpg', 'unlabeled2017/000000056696.jpg', 'unlabeled2017/000000069033.jpg', 'unlabeled2017/000000275401.jpg', 'unlabeled2017/000000338489.jpg', 'unlabeled2017/000000165929.jpg', 'unlabeled2017/000000416615.jpg', 'unlabeled2017/000000170052.jpg', 'unlabeled2017/000000314296.jpg', 'unlabeled2017/000000322431.jpg']",unlabeled2017/000000322431.jpg,True,1583,0
2 skiers move down a snowy path,"['unlabeled2017/000000313544.jpg', 'unlabeled2017/000000141981.jpg', 'unlabeled2017/000000226113.jpg', 'unlabeled2017/000000340880.jpg', 'unlabeled2017/000000309313.jpg', 'unlabeled2017/000000197517.jpg', 'unlabeled2017/000000167233.jpg', 'unlabeled2017/000000097477.jpg', 'unlabeled2017/000000142258.jpg', 'unlabeled2017/000000285168.jpg']",unlabeled2017/000000285168.jpg,True,472,0
a cheerful older gentleman with his hands on his hips is smiling at the camera,"['unlabeled2017/000000066697.jpg', 'unlabeled2017/000000179106.jpg', 'unlabeled2017/000000466354.jpg', 'unlabeled2017/000000209762.jpg', 'unlabeled2017/000000486245.jpg', 'unlabeled2017/000000008843.jpg', 'unlabeled2017/000000546751.jpg', 'unlabeled2017/000000140329.jpg', 'unlabeled2017/000000202396.jpg', 'unlabeled2017/000000057184.jpg']",unlabeled2017/000000057184.jpg,True,5,1
a small bathroom with 2 white sinks and a large mirror,"['unlabeled2017/000000329168.jpg', 'unlabeled2017/000000066043.jpg', 'unlabeled2017/000000275076.jpg', 'unlabeled2017/000000020415.jpg', 'unlabeled2017/000000196293.jpg', 'unlabeled2017/000000046271.jpg', 'unlabeled2017/000000424932.jpg', 'unlabeled2017/000000017746.jpg', 'unlabeled2017/000000531978.jpg', 'unlabeled2017/000000159350.jpg']",unlabeled2017/000000020415.jpg,True,295,0
a woman in a brown jacket is smiling in front of a stereo,"['unlabeled2017/000000520442.jpg', 'unlabeled2017/000000485157.jpg', 'unlabeled2017/000000095943.jpg', 'unlabeled2017/000000504792.jpg', 'unlabeled2017/000000079302.jpg', 'unlabeled2017/000000315298.jpg', 'unlabeled2017/000000060104.jpg', 'unlabeled2017/000000498966.jpg', 'unlabeled2017/000000236265.jpg', 'unlabeled2017/000000301568.jpg']",unlabeled2017/000000520442.jpg,True,0,1
3 bovines are standing on a grassy field,"['unlabeled2017/000000475680.jpg', 'unlabeled2017/000000469989.jpg', 'unlabeled2017/000000106997.jpg', 'unlabeled2017/000000017543.jpg', 'unlabeled2017/000000206716.jpg', 'unlabeled2017/000000201876.jpg', 'unlabeled2017/000000393800.jpg', 'unlabeled2017/000000452138.jpg', 'unlabeled2017/000000492487.jpg', 'unlabeled2017/000000543990.jpg']",unlabeled2017/000000543990.jpg,True,394,0
a pie sits on a wood table with silverware in the background,"['unlabeled2017/000000158822.jpg', 'unlabeled2017/000000024117.jpg', 'unlabeled2017/000000468853.jpg', 'unlabeled2017/000000470564.jpg', 'unlabeled2017/000000070656.jpg', 'unlabeled2017/000000349081.jpg', 'unlabeled2017/000000378763.jpg', 'unlabeled2017/000000059851.jpg', 'unlabeled2017/000000090502.jpg', 'unlabeled2017/000000564042.jpg']",unlabeled2017/000000564042.jpg,True,88,0
a woman with reflective paint under her eyes is on her hands and knees on a white surfboard floating on the water,"['unlabeled2017/000000038166.jpg', 'unlabeled2017/000000418529.jpg', 'unlabeled2017/000000425896.jpg', 'unlabeled2017/000000048584.jpg', 'unlabeled2017/000000287596.jpg', 'unlabeled2017/000000238593.jpg', 'unlabeled2017/000000216878.jpg', 'unlabeled2017/000000166890.jpg', 'unlabeled2017/000000255943.jpg', 'unlabeled2017/000000261986.jpg']",unlabeled2017/000000261986.jpg,True,290,0
