,target_image,option
92345,./playground/data/flickr30k/flickr30k_images/4114592385.jpg,The rag tag of the blue bus turning a street corner seems out of place amidst shops  pedestrians  and a lone woman riding a red bicycle .
76335,./playground/data/flickr30k/flickr30k_images/3558683579.jpg,Three men are playing basketball and one of them blocked the others shot while people play in the back .
11730,./playground/data/flickr30k/flickr30k_images/1733724955.jpg,Two women  one in a dark colored clothing and one in light colored clothing  rides a water slide .
5690,./playground/data/flickr30k/flickr30k_images/1350418415.jpg,A man in a white cowboy hat reclines in front of a window in an airport .
143655,./playground/data/flickr30k/flickr30k_images/6444539497.jpg,Eleven people on ice painted with a target practicing the sport of curling .
20605,./playground/data/flickr30k/flickr30k_images/2215331791.jpg,A woman bends over to hug a young child in a pink coat wearing a hat .
121115,./playground/data/flickr30k/flickr30k_images/4848778878.jpg,A woman in an orange dress walks down the street with a cellphone in her hand .
87320,./playground/data/flickr30k/flickr30k_images/3874351446.jpg,A small group of people listen to a man in a blue shirt in front of a natural stone two-story structure with five steps leading to a white door on the lower level .
106325,./playground/data/flickr30k/flickr30k_images/4607507068.jpg,A Latino woman is standing outside raising her arm with a band playing in the background .
24335,./playground/data/flickr30k/flickr30k_images/2313551145.jpg,A man carrying boxes on his shoulder is walking past a building with a Coca-Cola sign on it .
58755,./playground/data/flickr30k/flickr30k_images/3173690688.jpg,The lady in the black dress is standing near the edge of the cliff taking pictures .
90400,./playground/data/flickr30k/flickr30k_images/4026365920.jpg,A man in a pink shirt is looking at a laptop computer  while a lady in a black and white print dress  is blowing on her coffee cup .
119500,./playground/data/flickr30k/flickr30k_images/4822105350.jpg,A woman with luggage is standing on the side of a street .
26920,./playground/data/flickr30k/flickr30k_images/2379795688.jpg,A group of people trying to sell handbags  accessories  and clothing .
66625,./playground/data/flickr30k/flickr30k_images/3345025842.jpg,A girl is standing on a painted slab of cement and twisting her body to look up at the camera .
93595,./playground/data/flickr30k/flickr30k_images/418396886.jpg,Several cyclists race a course lines with yellow flags as an observer holds a camera .
103205,./playground/data/flickr30k/flickr30k_images/4537666932.jpg,Here is a young man sitting on the ground looking for inspiration for a new drawing that is about architecture .
75425,./playground/data/flickr30k/flickr30k_images/3539767254.jpg,A man is steering a gondola with people in it down a river with buildings all around .
135735,./playground/data/flickr30k/flickr30k_images/5512062568.jpg,A red-haired girl  wearing a gray shirt  is playing on a tire swing along with her friend  whom is wearing a pink shirt .
40210,./playground/data/flickr30k/flickr30k_images/2705922148.jpg,A man wearing a protective mask and a blue hat holds up a crowbar .
74935,./playground/data/flickr30k/flickr30k_images/3528966521.jpg,Several people run down a highway with mountains in the background .
21705,./playground/data/flickr30k/flickr30k_images/2245918465.jpg,A man in a white robe with a purple sash places his hand on the forehead of another man .
29315,./playground/data/flickr30k/flickr30k_images/2435518586.jpg,A guy stairs at his young infant who is staring off into space in their yard .
58405,./playground/data/flickr30k/flickr30k_images/3165943777.jpg,Children playing on a playground sliding down a slide .
75400,./playground/data/flickr30k/flickr30k_images/353913.jpg,A man wearing a sleeveless vest is lying down in front of double doors with plastic shopping bags at his feet .
56135,./playground/data/flickr30k/flickr30k_images/3106562372.jpg,A young girl is jumping on carpet while another girl standing in front of her looks to the left .
31070,./playground/data/flickr30k/flickr30k_images/2475300106.jpg,The yellow dog is running next to a bush on a path in the grass .
133930,./playground/data/flickr30k/flickr30k_images/535529555.jpg,Two dogs try to get the chewed-up red Frisbee from the other .
15265,./playground/data/flickr30k/flickr30k_images/2045445292.jpg,Two large Men in neon yellow tank tops are working together to saw a huge log .
76455,./playground/data/flickr30k/flickr30k_images/3560977956.jpg,A man and a woman are sitting in a rowboat on calm water .
101875,./playground/data/flickr30k/flickr30k_images/4507122041.jpg,A man wearing a brown jacket on a busy city street using his arm to shield a young boy in a striped shirt and green striped hat .
62140,./playground/data/flickr30k/flickr30k_images/3244693507.jpg,A young man with dreadlocks and a tied dyed shirt is doing tricks on his skateboard .
97890,./playground/data/flickr30k/flickr30k_images/440166415.jpg,A man in a cowboy hat  Texan boots  and a blue shirt bucks violently on a black horse with a white spot on its ' forehead .
154820,./playground/data/flickr30k/flickr30k_images/7990849887.jpg,A three member band plays intensely in a club with flashy designs and lights in the background .
146055,./playground/data/flickr30k/flickr30k_images/6848969205.jpg,A couple prepares to drop a small white ball into a tube attached to a wooden stick .
121095,./playground/data/flickr30k/flickr30k_images/4848627833.jpg,A tattoo artist concentrating as he works on creating a tattoo for a customer .
154925,./playground/data/flickr30k/flickr30k_images/8006241096.jpg,A baseball player up to bat wearing a white uniform with a red baseball helmet  hoping for a hit to get him to first base at least .
129025,./playground/data/flickr30k/flickr30k_images/4976728206.jpg,On a cloudy day  a woman lounges against the chain-link fence railing on a wooden bridge over a river that cuts through a town .
4390,./playground/data/flickr30k/flickr30k_images/1287768104.jpg,A lady standing wearing black and has a black mohawk has her arm around a guy with a brown bucket hat  green cargo pants and black shirt .
152255,./playground/data/flickr30k/flickr30k_images/7602898434.jpg,The boy in the black jacket and checkered helmet does impressive jumps on his bike .
27770,./playground/data/flickr30k/flickr30k_images/2402762193.jpg,Dancers practice dance positions with each other  with some using a safety rail for assistance .
117185,./playground/data/flickr30k/flickr30k_images/4786476156.jpg,A man with an orange shirt and sunglasses along with a young boy and train conductor ride a children 's train through a park .
145390,./playground/data/flickr30k/flickr30k_images/6778210987.jpg,Two men on opposing sports teams are at odds with each other and in the midst of a fight while another man stands in the back watching .
101030,./playground/data/flickr30k/flickr30k_images/4484802872.jpg,Under the glaring light of a fluorescent bulb  men in dark clothing and hats approach fare card machines ; one older man in a blue scarf glances up as he puts on his gloves .
80950,./playground/data/flickr30k/flickr30k_images/366548880.jpg,Two large dogs  one light colored and one dark  running through snowy terrain .
13390,./playground/data/flickr30k/flickr30k_images/1881494074.jpg,A woman takes a picture of a baby wearing a pink hat while a man carries her .
18550,./playground/data/flickr30k/flickr30k_images/2148680620.jpg,A guy in glasses is biting into a pink marshmallow chick while somebody else is puckering their lips out wanting a bite .
103920,./playground/data/flickr30k/flickr30k_images/4552871630.jpg,A man is walking around in the city where behind him is traffic and a group of people .
86730,./playground/data/flickr30k/flickr30k_images/3848056878.jpg,A smiling young man in a blue-striped shirt prepares to take a photo  using a camera with a large flash attachment .
48240,./playground/data/flickr30k/flickr30k_images/2909609550.jpg,A shaggy white dog eyes the remaining part of an ice cream cone .
25405,./playground/data/flickr30k/flickr30k_images/2339632913.jpg,A young asian child in a blue and white checkered shirt eats a dessert .
130090,./playground/data/flickr30k/flickr30k_images/502671104.jpg,a young girl in a swimming suit emerging from the water .
40025,./playground/data/flickr30k/flickr30k_images/2704379125.jpg,A black dog follows a group of sheep walking in a field of grass .
15070,./playground/data/flickr30k/flickr30k_images/203792206.jpg,A man in black swim trunks is in the middle of diving off of a diving board into a swimming pool .
41090,./playground/data/flickr30k/flickr30k_images/2727051596.jpg,The young boy in the orange shirt is sticking his tongue out while riding a ride .
17125,./playground/data/flickr30k/flickr30k_images/2101738845.jpg,Five children in school uniforms line up at the start line of a track .
11965,./playground/data/flickr30k/flickr30k_images/1763020597.jpg,A group of people are sitting below a concrete structure that overlooks a staircase .
135055,./playground/data/flickr30k/flickr30k_images/5441315625.jpg,Two monks in traditional orange robes are descending a staircase .
89085,./playground/data/flickr30k/flickr30k_images/396458005.jpg,A chinese man is reading a newspaper inside a restaurant .
139070,./playground/data/flickr30k/flickr30k_images/5897488202.jpg,A woman with a ponytail  glasses  and a blue sweater around her waist is next to a child in all pink standing at a display with a ball in the air .
148915,./playground/data/flickr30k/flickr30k_images/7094986255.jpg,A young boy is wading in the waters of some body of water  there are plants on the bottom of the picture .
116230,./playground/data/flickr30k/flickr30k_images/4768540307.jpg,Several boys and a woman stand near a large chain barrier near the edge of the water .
105115,./playground/data/flickr30k/flickr30k_images/4575380951.jpg,A lady in a convent rolling dough in the kitchen .
45640,./playground/data/flickr30k/flickr30k_images/2845872724.jpg,A young man is involved in a game at an outdoor carnival while two girls in background are at the bouncy house .
76095,./playground/data/flickr30k/flickr30k_images/3552552910.jpg,Three elephants  each carrying a group of people  walking through the water .
2425,./playground/data/flickr30k/flickr30k_images/1153857697.jpg,A man in tan shorts talking to a young girl in a red shirt .
28415,./playground/data/flickr30k/flickr30k_images/2415587549.jpg,A woman and little boy are smiling and the child is tasting something on a long wooden spoon .
37440,./playground/data/flickr30k/flickr30k_images/263480341.jpg,The little blond girl with the pink shirt is getting her bunny mask tied to her head by a grown woman with a black shirt and blue jeans  while two little girls  one wearing a brown shirt and one wearing a blue sweater  are watching .
51705,./playground/data/flickr30k/flickr30k_images/3000959758.jpg,Several bike riders are attempting to cross the street and are also holding up traffic with their bikes .
9860,./playground/data/flickr30k/flickr30k_images/1561658940.jpg,A little girl is swinging in her brightly colored swing outside .
1000,./playground/data/flickr30k/flickr30k_images/1067790824.jpg,A white and black dog and a brown dog in sandy terrain .
43430,./playground/data/flickr30k/flickr30k_images/2785263535.jpg,A crowd of people at a county fair watch three men agitate a large bull .
48655,./playground/data/flickr30k/flickr30k_images/2920005017.jpg,A man with a towel wrapped around his waist sits in a sauna with the light on .
152385,./playground/data/flickr30k/flickr30k_images/7627415712.jpg,Two cyclists racing down a street filled with onlookers  the one in the lead looking over his shoulder .
150355,./playground/data/flickr30k/flickr30k_images/7308951892.jpg,A construction worker is standing on a crane placing a large arm on top of a stature in progress .
111345,./playground/data/flickr30k/flickr30k_images/4692195233.jpg,A number of people are walking along a city street  there are advertisements for Maker 's Mark in the background .
141005,./playground/data/flickr30k/flickr30k_images/6156276992.jpg,A photographer carefully sets up his camera on a tripod and prepares to take the shot amidst the scenic background .
83785,./playground/data/flickr30k/flickr30k_images/3729405438.jpg,A boy rides his red bicycle down the handrail of a staircase in a city .
123845,./playground/data/flickr30k/flickr30k_images/48908313.jpg,A woman in a red dress is singing on a stage next to three men playing instruments .
103575,./playground/data/flickr30k/flickr30k_images/4546395944.jpg,A man in a green shirt with red and blue leggings is sitting on a concrete structure next to a brown bird that is attached to a rope .
38355,./playground/data/flickr30k/flickr30k_images/2656941282.jpg,A man dressed in a black shirt and jean pants is cutting wood on a table to use for his half finished wooden fence around his yard .
58125,./playground/data/flickr30k/flickr30k_images/3157847991.jpg,Two men are standing by a railing  while posing for a picture .
59040,./playground/data/flickr30k/flickr30k_images/3178455909.jpg,A toddler wears a red holiday jumper while clutching three Pixar toys .
154520,./playground/data/flickr30k/flickr30k_images/7940671224.jpg,Para-Olympians representing South Africa in track and field celebrate after a race .
139355,./playground/data/flickr30k/flickr30k_images/5922945248.jpg,Four women in all black barefoot posing on the beach with sailboats in the distance .
139875,./playground/data/flickr30k/flickr30k_images/599366440.jpg,A black and white dog has pinned a brown dog to the ground in front of a wishing well .
107205,./playground/data/flickr30k/flickr30k_images/4623009784.jpg,A woman wearing an olive green jacket and navy shirt looks tired as she comes up the steps from the subway .
98180,./playground/data/flickr30k/flickr30k_images/4415963345.jpg,There are six women from another country  but three of them are sitting down while two are standing up with baskets on there backs  and they appear to be working on making clothing .
56965,./playground/data/flickr30k/flickr30k_images/312691128.jpg,A man in a green hat  green shirt  brown pants and colorful apron is flipping a huge pancake .
4895,./playground/data/flickr30k/flickr30k_images/1308472581.jpg,Girls with a blue bucket is playing and splashing in the ocean water .
131685,./playground/data/flickr30k/flickr30k_images/5166720997.jpg,A man suits up in a crowded helmet distributor  possibly going in a mass biking tournament .
70090,./playground/data/flickr30k/flickr30k_images/3423678845.jpg,A small child is holding a pink ball of yarn .
29070,./playground/data/flickr30k/flickr30k_images/2429366041.jpg,A woman with brown hair  white blouse  and a red purse is wearing headphones while a black-haired woman in a black and white blouse smiles next to her .
19290,./playground/data/flickr30k/flickr30k_images/2178306830.jpg,The scuba diver floats underwater looking at the beauty of the sea .
9020,./playground/data/flickr30k/flickr30k_images/1500989694.jpg,A dark-haired woman wearing a gray shirt with a creme shirt over it and jeans walking down the parking lot past a blue car .
81370,./playground/data/flickr30k/flickr30k_images/3673035152.jpg,A little girl in an orange striped outfit is airborne whilst bouncing on a bed .
57310,./playground/data/flickr30k/flickr30k_images/3135980417.jpg,Two women in shadow  sit by a sunny window  talking to one another .
52220,./playground/data/flickr30k/flickr30k_images/3014546644.jpg,A dog jumps and runs through tall grass with an orange rope under its legs .
73285,./playground/data/flickr30k/flickr30k_images/3494151850.jpg,An orange boat with three men in life jackets aboard is making a turn in an ocean setting .
19580,./playground/data/flickr30k/flickr30k_images/2188192752.jpg,A group of people look to the side and a boy starts to run .
25005,./playground/data/flickr30k/flickr30k_images/2330310763.jpg,There is a white cow lying down on what appears to be a bridge with several young people standing nearby and a woman dressed in blue walking further down .
126180,./playground/data/flickr30k/flickr30k_images/4931927819.jpg,An older man in a light green shirt and dark green pants holds the hand of an older woman as they pass an outside eatery with teal umbrellas .
32490,./playground/data/flickr30k/flickr30k_images/2515372403.jpg,Six people in a gray and orange raft numbered RR-16 pushing off the shore of a lake
41585,./playground/data/flickr30k/flickr30k_images/2742426734.jpg,A group of people posing for a picture with the sun behind them .
1985,./playground/data/flickr30k/flickr30k_images/1128230658.jpg,A young boy with a shaved head and dirty white collared shirt holds a chicken in his arm .
37670,./playground/data/flickr30k/flickr30k_images/2640000969.jpg,A big brown dog jumps into a swimming pool on the backyard .
116340,./playground/data/flickr30k/flickr30k_images/4771247095.jpg,A man in a blue jogging suit is running on the sidewalk in front of a painting .
143170,./playground/data/flickr30k/flickr30k_images/6353804663.jpg,Two girls watch an experiment unfold as one of the girls pours a liquid into a beaker .
39560,./playground/data/flickr30k/flickr30k_images/2689829779.jpg,A young  white boy is lying on a couch with an injured leg wrapped in a knee brace .
7875,./playground/data/flickr30k/flickr30k_images/144328407.jpg,A woman wearing a white hat  white top  and orange skirt is jumping in front of some trees .
126420,./playground/data/flickr30k/flickr30k_images/4934809785.jpg,A boy in a white t-shirt and flowered shorts is running in a track lane .
47660,./playground/data/flickr30k/flickr30k_images/289560545.jpg,A baby dressed in a one piece hooded pink and white outfit lies in a bed of fallen leaves
43325,./playground/data/flickr30k/flickr30k_images/2782065752.jpg,Two men in white t-shirts and tool belts sit on frame work for a structure .
16590,./playground/data/flickr30k/flickr30k_images/2088748696.jpg,Two shirtless Asian males playing table tennis outdoors in front of a building with barred windows on a brick platform and one parked bicycle nearby with shirts over the handlebar .
118885,./playground/data/flickr30k/flickr30k_images/4813957025.jpg,An aging man in a green and orange palm tree shirt and straw hat holds a red drum and a drumstick .
139095,./playground/data/flickr30k/flickr30k_images/5897843552.jpg,A newlywed couple pose for formal pictures in front of a beautiful water fountain .
121075,./playground/data/flickr30k/flickr30k_images/4848391416.jpg,A man wearing glasses sitting down on a street with a typewriter in front of him .
33310,./playground/data/flickr30k/flickr30k_images/2536792809.jpg,Several workers in hard hats and orange vests are working along train tracks .
110855,./playground/data/flickr30k/flickr30k_images/468709485.jpg,A man stands at a microphone  reading from a sheet of paper at an outdoor event .
24850,./playground/data/flickr30k/flickr30k_images/2325436092.jpg,The woman  in the beret  is in the process of writing information in regard to what she sees in the microscope .
77230,./playground/data/flickr30k/flickr30k_images/3578138991.jpg,A lady in a black and white striped shirt and holding a bouquet of flowers  looks seriously at two gentlemen talking on the steps .
29645,./playground/data/flickr30k/flickr30k_images/2443241477.jpg,Two women  one in a blue halter top and the other a pink shirt  enjoy some beer .
24450,./playground/data/flickr30k/flickr30k_images/2315464116.jpg,A man is standing in a grassy field equipped with a type of gardening tool which he is using on the grass .
50060,./playground/data/flickr30k/flickr30k_images/295402802.jpg,A man wearing a light tan cardigan and dark brown pants loads heavy bags onto his bicycle .
81685,./playground/data/flickr30k/flickr30k_images/3681127787.jpg,A man in a blue shirt and striped tie is walking near the sewer lid .
114985,./playground/data/flickr30k/flickr30k_images/4751207389.jpg,A woman in a bright yellow top and short plaid shorts gives a look of disgust .
108110,./playground/data/flickr30k/flickr30k_images/463988257.jpg,A man in a blue apron and blue headscarf stands in front of a wooden counter with a hammer on it .
101140,./playground/data/flickr30k/flickr30k_images/4486660330.jpg,Three men wearing hats are seated at a table under an enclosure in a garden .
32170,./playground/data/flickr30k/flickr30k_images/2508024467.jpg,Two young adults stop to take a picture with men dressed in costumes .
460,./playground/data/flickr30k/flickr30k_images/1027149103.jpg,A band is playing in front of an audience and the singer is wearing an orange shirt and has tattoos on his arm .
99300,./playground/data/flickr30k/flickr30k_images/4446887023.jpg,Men and women sitting on a bench in the background construction crane working on the cathedral .
30055,./playground/data/flickr30k/flickr30k_images/24498061.jpg,Three men  who appear to be Asian  are conversing near a carved wall  while another man sits on a bench with his eyes closed .
96485,./playground/data/flickr30k/flickr30k_images/4334767542.jpg,A tall man dressed in a long-sleeved shirt  pants  and tall boots is sweeping in a yard .
150185,./playground/data/flickr30k/flickr30k_images/7284554016.jpg,The man attempting an extreme stunt on his bicycle is wearing a black helmet and black elbow pads .
35805,./playground/data/flickr30k/flickr30k_images/2592485728.jpg,There is a person in a swimming cap  and swimming goggles that is swimming in the water with their head partially submerged .
67135,./playground/data/flickr30k/flickr30k_images/3355494822.jpg,A skier races down a mountain in an orange jacket .
4635,./playground/data/flickr30k/flickr30k_images/129860826.jpg,A security officer with a tiny face and big glasses leans on a metal gate looking into the camera .
138070,./playground/data/flickr30k/flickr30k_images/5769959745.jpg,A girl swipes at a colorful  candy filled object swinging in the air as her friends watch in the background .
144550,./playground/data/flickr30k/flickr30k_images/6618942119.jpg,A man stuffs a fowl from ingredients in a blue bowl .
101940,./playground/data/flickr30k/flickr30k_images/4508482982.jpg,A woman in a red sweater is standing next to crates of pineapple .
137530,./playground/data/flickr30k/flickr30k_images/5721131714.jpg,An up-and-coming rapper is full of energy and excitement as he performs his first gig .
11625,./playground/data/flickr30k/flickr30k_images/1721637099.jpg,A brown-haired boy is laughing with his eyese clothes while lying on a pile of clothes .
144275,./playground/data/flickr30k/flickr30k_images/6558305361.jpg,A man appears to be pushing a young redheaded child on the swing set which lays on a bed of wood chips .
60405,./playground/data/flickr30k/flickr30k_images/3205839744.jpg,A large brown dog is lying in the sun on a big  green dog bed .
46445,./playground/data/flickr30k/flickr30k_images/2867845624.jpg,A black and white dog runs through the white water at a beach .
90960,./playground/data/flickr30k/flickr30k_images/4051895630.jpg,A woman stands next to her red bike wearing a white helmet and white jersey on a dirt road .
118335,./playground/data/flickr30k/flickr30k_images/4807583043.jpg,An Asian man dressed warmly by his car with a display of other cold weather items he has for sale .
29215,./playground/data/flickr30k/flickr30k_images/24321040.jpg,A little boy on his stomach on a manual go spinning go round just looking at something .
144255,./playground/data/flickr30k/flickr30k_images/6556869275.jpg,A young girl wearing a blue shirt eating chocolate ice cream out of a cone with a spoon .
5950,./playground/data/flickr30k/flickr30k_images/1360456780.jpg,A woman with shiny decorations in her hair is waving around purple  blue  and orange scarves .
79795,./playground/data/flickr30k/flickr30k_images/3638374272.jpg,A group of people are standing behind a small hatchback vehicle out in the country .
64765,./playground/data/flickr30k/flickr30k_images/33064663.jpg,Children in a field stand in front of pieces of PVC that are sticking out of the ground .
2815,./playground/data/flickr30k/flickr30k_images/118647903.jpg,Two soccer players  one wearing a white uniform and the other in red  try to reach the soccer ball first .
21100,./playground/data/flickr30k/flickr30k_images/2229179070.jpg,A medium size dog is jumping through hoops which are being held by men .
111195,./playground/data/flickr30k/flickr30k_images/4690240999.jpg,A young man looks into the camera while a crowd of people on a busy street pass by .
22050,./playground/data/flickr30k/flickr30k_images/225434569.jpg,a male dressed in a white shirt with white shorts paints a white wall black .
108620,./playground/data/flickr30k/flickr30k_images/464943168.jpg,A man is standing in a white room  with the lights turned down  holding a detailed lantern with another hanging nearby .
124295,./playground/data/flickr30k/flickr30k_images/4898180180.jpg,A man in a suit walking down the street with a colorful drawing in the background .
61700,./playground/data/flickr30k/flickr30k_images/3233596490.jpg,A man wearing a striped shirt is singing into a microphone as another man wearing a purple bandanna around his neck plays an electric guitar behind him .
47875,./playground/data/flickr30k/flickr30k_images/2899527576.jpg,A young man and woman in shorts and t-shirts are playing a video game .
66175,./playground/data/flickr30k/flickr30k_images/3337046794.jpg,a black and brown dog digging through the snow .
46985,./playground/data/flickr30k/flickr30k_images/2881097092.jpg,A man dressed in white sports attire and white headband looks toward a sports event being played on green grass .
137755,./playground/data/flickr30k/flickr30k_images/5737434301.jpg,Many people standing around a silver car with the hood raised while a young girl in a yellow shirt and blue jeans drinks from a bottle .
149650,./playground/data/flickr30k/flickr30k_images/7192379802.jpg,This is a toddler walking down a path with footwear that is too big .
1755,./playground/data/flickr30k/flickr30k_images/111497985.jpg,The person has a striped shirt on and is holding on to a rope on a mountain .
62680,./playground/data/flickr30k/flickr30k_images/3255486615.jpg,Middle-aged man cleaning the fallen snow on the roof of his car with a broom .
49520,./playground/data/flickr30k/flickr30k_images/29389675.jpg,A woman sits in a room and brushes her dyed hair  which is dyed red .
111135,./playground/data/flickr30k/flickr30k_images/468930193.jpg,Two men in shorts and short sleeves leap in the air .
36085,./playground/data/flickr30k/flickr30k_images/2598979962.jpg,a tennis player wearing a red shirt about to hit a tennis ball with her racquet .
2235,./playground/data/flickr30k/flickr30k_images/1144874057.jpg,Six people are standing in a concrete block building with a piece of plastic and a green basket on the floor .
108865,./playground/data/flickr30k/flickr30k_images/4653140182.jpg,A lady wearing all black stands on the sidewalk wearing a black wig and over-sized costume sunglasses while looking at an mp3 player .
153895,./playground/data/flickr30k/flickr30k_images/7806899062.jpg,Two young ladies wearing pink items look to be in the middle of some sort of choreography and are pointing at someone to the side of the picture .
98835,./playground/data/flickr30k/flickr30k_images/4439654945.jpg,Young children are learning a local custom by watching adults  and it appears to involve pretending to be asleep .
134655,./playground/data/flickr30k/flickr30k_images/5410472318.jpg,A man navigates a plow being pulled through a field by two cows with mountains and shrubbery in the background .
32645,./playground/data/flickr30k/flickr30k_images/2520403742.jpg,Two men playing guitars and singing on a stage with sound equipment .
84360,./playground/data/flickr30k/flickr30k_images/3747821314.jpg,A man wearing a black hat  a tan and black plaid suit and an orange shirt performs behind a man who is wearing an opened black shirt holds a piece of paper and sings into a microphone .
115960,./playground/data/flickr30k/flickr30k_images/4763879642.jpg,Two Asian men  dressed in white uniforms which include white paper hats  are seated behind a counter and looking toward their right .
126220,./playground/data/flickr30k/flickr30k_images/4932279873.jpg,A man with black pants and a white shirt is reaching into a large white plastic bag in front of a store with large windows .
138535,./playground/data/flickr30k/flickr30k_images/582788646.jpg,A blond-haired child with blue and red floaties playing in the ocean .
130910,./playground/data/flickr30k/flickr30k_images/5094295894.jpg,Three children in football uniforms of two different teams are playing football on a football field  while another player and an adult stand in the background .
89850,./playground/data/flickr30k/flickr30k_images/399679638.jpg,A brown dog and a gray dog are playing in the snow .
136975,./playground/data/flickr30k/flickr30k_images/5661511556.jpg,Several people are in an enclosed garden space while a young Black boy and another person hold onto a wooden frame of a raised plant bed .
56015,./playground/data/flickr30k/flickr30k_images/310401525.jpg,A man and a woman gape at a wall of buildings in an urban landscape .
19380,./playground/data/flickr30k/flickr30k_images/2182050469.jpg,a single person squated down at the edge of a pier overlooking a lake
144590,./playground/data/flickr30k/flickr30k_images/6626089819.jpg,A man is cutting shaving another man 's hair in an area with a dirt floor .
156000,./playground/data/flickr30k/flickr30k_images/8171835256.jpg,Four men with a display table set up on top of boulders and rocks displaying stone plates and other sculptures .
61135,./playground/data/flickr30k/flickr30k_images/3220161734.jpg,A girl in a black outfit with a red sash and a black headband has one hand on her waist and one extended straight out .
66355,./playground/data/flickr30k/flickr30k_images/334052203.jpg,Three or two fishermen are standing next to a very bright aqua colored boat with yellow detail that has buoys  ropes and nets  and an identical boat with people in the water in the distance .
140655,./playground/data/flickr30k/flickr30k_images/6108282669.jpg,People gather at the local flea market to engage in some commerce .
31545,./playground/data/flickr30k/flickr30k_images/2490179961.jpg,Two girls are making funny faces and one has food smeared on her face around her mouth .
133015,./playground/data/flickr30k/flickr30k_images/527946505.jpg,A black dog is preparing to jump off a dock into the water to fetch a ball .
38765,./playground/data/flickr30k/flickr30k_images/2666742902.jpg,A young child with dark hair and Asian features smiles out of her stroller in a shoe store .
68405,./playground/data/flickr30k/flickr30k_images/3380930463.jpg,A young child wearing a black hat has an acoustic guitar on his lap .
60520,./playground/data/flickr30k/flickr30k_images/3208074567.jpg,The little boy in red is getting drenched with water .
20930,./playground/data/flickr30k/flickr30k_images/2225241766.jpg,Man in blue shirt and jeans lying on some boards with a man fishing in the background .
55220,./playground/data/flickr30k/flickr30k_images/3087237078.jpg,A man with black hair is looking at a plate of watermelons that a woman with brown hair is holding .
142720,./playground/data/flickr30k/flickr30k_images/6315316933.jpg,A group of bikers are in a race along a street lined with people surrounded by green trees .
99125,./playground/data/flickr30k/flickr30k_images/4443934130.jpg,A man on a bicycle wearing an orange and black sweatshirt is carrying a long bunch of sticks .
141745,./playground/data/flickr30k/flickr30k_images/6217611379.jpg,Two policemen in yellow police jackets are standing next to a silver car while a man in the car looks out the window .
5435,./playground/data/flickr30k/flickr30k_images/1338067602.jpg,Man in boat wearing athletic shorts  a backwards baseball cap and sunglasses unhooks a fish he has caught while fishing .
143500,./playground/data/flickr30k/flickr30k_images/6411568125.jpg,Little chinese food stand on a dark street  with what looks like potential customer .
119915,./playground/data/flickr30k/flickr30k_images/4827600483.jpg,This young girl is wearing a red and black checkered shirt .
29625,./playground/data/flickr30k/flickr30k_images/2442662073.jpg,A young  college age man  is playing his instrument of choice : the acoustic guitar .
24420,./playground/data/flickr30k/flickr30k_images/2315285438.jpg,An older South American woman is knitting colorful hand warmers and enjoying herself .
152215,./playground/data/flickr30k/flickr30k_images/7598946.jpg,A man is fixing a net in front of a big stone staircase .
47130,./playground/data/flickr30k/flickr30k_images/2884092603.jpg,Smiling girl with white shirt with boy standing behind making rabbit ears behind her head .
70960,./playground/data/flickr30k/flickr30k_images/3441511444.jpg,A man wearing a tan coat signs papers for another man wearing a blue coat .
113585,./playground/data/flickr30k/flickr30k_images/4726790641.jpg,A woman dials a cellphone while walking past a shop with a reflection in the window .
77180,./playground/data/flickr30k/flickr30k_images/3576840040.jpg,A person in a green and white suit does tricks midair on a black bike .
108595,./playground/data/flickr30k/flickr30k_images/4648702866.jpg,Three people  two of them recognizable as men  walk a narrow path while outlined against a glorious amber sky .
134730,./playground/data/flickr30k/flickr30k_images/5415761675.jpg,Young girls line up across each other and a ping-pong table in a gymnasium while a few boys plan on a table further back .
148070,./playground/data/flickr30k/flickr30k_images/6994934336.jpg,There is a group of men in navy  red and black uniforms in the middle of a stone lined street in a city and one of them is playing an accordion .
123190,./playground/data/flickr30k/flickr30k_images/4879725156.jpg,A young woman with bare feet on a crowded road looking down while many people are walking by and some are sleeping and a young man in a black shirt with yellow writing is looking at the people who seem to be sleeping .
5265,./playground/data/flickr30k/flickr30k_images/1330981138.jpg,A young man in a red t-shirt is cooking with a skillet .
16935,./playground/data/flickr30k/flickr30k_images/2096686198.jpg,A young man in a blue T-shirt and sweatpants stands over a stove and looks at the camera while another young man stands behind him .
33100,./playground/data/flickr30k/flickr30k_images/2531074685.jpg,A man in a green shirt and white hat is working on a fan while a display of fans are on the ground in front of him .
99160,./playground/data/flickr30k/flickr30k_images/4444452893.jpg,A soccer game played by a blue team and a red team on a perfectly manicured field at dusk .
48425,./playground/data/flickr30k/flickr30k_images/2914022011.jpg,A man in a red shirt and blue jeans is standing in front of a wall with other people 's shadows in front of him on the pavement .
82510,./playground/data/flickr30k/flickr30k_images/3701699584.jpg,A man in a white and yellow shirt and black shorts is attempting to hit a tennis ball flying his way with a tennis racket .
119495,./playground/data/flickr30k/flickr30k_images/4822103838.jpg,A large group of people are walking towards something  and most of them have backpacks .
31950,./playground/data/flickr30k/flickr30k_images/2502905671.jpg,A black and white dog looks at a man about to throw something .
